short_name pop1 pop2 longitude latitude num bio3 prec7 tmax10
D8-0171 -0.02978668 -0.015583571 30.98911 -0.49887 760 84 17 266
D8-0172 -0.04423667 0.00982227 30.98911 -0.49887 761 84 17 266
D8-0174 -0.05160405 0.014394414 30.98776 -0.46784 762 84 17 263
D8-0175 -0.049002432 0.015658461 30.98776 -0.46784 763 84 17 263
D8-0176 -0.048653738 0.005076954 30.98776 -0.46784 764 84 17 263
D8-0177 -0.052947972 0.012443246 30.91901 -0.51708 765 84 17 264
D8-0178 -0.053128382 0.011192535 30.91901 -0.51708 766 84 17 264
D8-0180 -0.048184192 0.018636203 30.91901 -0.51708 767 84 17 264
D8-0181 -0.043534074 0.018502559 30.92874 -0.47496 768 85 18 265
D8-0182 -0.06045373 0.011941556 30.92874 -0.47496 769 85 18 265
D8-0183 -0.050676428 0.008649865 30.92874 -0.47496 770 85 18 265
D8-0184 -0.055190647 0.003616684 30.92874 -0.47496 771 85 18 265
D8-0185 -0.047349599 0.0133964 30.92767 -0.47369 772 85 18 265
D8-0186 -0.046162449 0.018028251 30.92767 -0.47369 773 85 18 265
D8-0187 -0.047823387 0.011821254 30.92767 -0.47369 774 85 18 265
D8-0188 -0.048819205 0.015753246 30.92767 -0.47369 775 85 18 265
D9-0282 -0.055381194 -0.054786418 31.05875 -0.88909 776 85 8 261
D9-0284 -0.04877154 0.006611561 31.05875 -0.88909 777 85 8 261
D9-0285 -0.047802643 0.013933414 31.05875 -0.88909 778 85 8 261
D9-0286 -0.056907755 0.009442439 31.0615 -0.91268 779 84 8 264
D9-0287 -0.050293074 0.017175862 31.0615 -0.91268 780 84 8 264
D9-0288 -0.055603123 -0.038719653 31.0615 -0.91268 781 84 8 264
D9-0289 -0.054213829 0.020111334 31.0615 -0.91268 782 84 8 264
D9-0290 -0.052275604 0.016893005 31.07953 -0.94345 783 85 8 265
D9-0291 -0.0549592 -0.024038842 31.07953 -0.94345 784 85 8 265
D9-0292 -0.05683025 -0.06813649 31.07953 -0.94345 785 85 8 265
D9-0293 -0.059566616 -0.032853293 31.07953 -0.94345 786 85 8 265
D9-0294 -0.042206746 0.015646461 31.10024 -0.97831 787 85 7 262
D9-0295 -0.05669212 0.013543467 31.10024 -0.97831 788 85 7 262
D9-0296 -0.063308578 -0.063505212 31.10024 -0.97831 789 85 7 262
D9-0297 -0.054731744 0.017389122 31.10024 -0.97831 790 85 7 262
D9-0299 -0.049262914 0.01522701 31.12443 -0.97985 791 86 8 265
D9-0300 -0.052275531 0.011781678 31.12443 -0.97985 792 86 8 265
D9-0301 -0.048248149 0.012469733 31.12443 -0.97985 793 86 8 265
D9-0302 -0.045806175 0.013792813 31.03817 -0.92139 794 85 8 259
D9-0303 -0.053922935 0.011345851 31.03817 -0.92139 795 85 8 259
D9-0304 -0.043343886 0.016911134 31.03817 -0.92139 796 85 8 259
D9-0305 -0.052580533 0.015619514 31.03817 -0.92139 797 85 8 259
E2-0326 0.030988165 0.008610746 31.97253 3.39225 798 74 140 314
E2-0327 0.035120754 0.000961412 31.97253 3.39225 799 74 140 314
E2-0329 0.02886278 0.004850198 31.97253 3.39225 800 74 140 314
E2-0330 0.032662544 0.015085616 31.95121 3.38618 801 75 141 313
E2-0331 0.028040353 0.00382025 31.95121 3.38618 802 75 141 313
E2-0332 0.037237843 0.007163897 31.95121 3.38618 803 75 141 313
E2-0333 0.03443788 0.000161723 31.95121 3.38618 804 75 141 313
